Appendix V. Water footprint of  animal products (m3/ton). Period 1996-2005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Country code,ZW,ZW,ZW,ZW,2,2,2,2,3,3,3,3,4,4,4,4,7,7,7,7,8,8,8,8,9,9,9,9,1,1,1,1,10,10,10,10,11,11,11,11,52,52,52,52,12,12,12,12,13,13,13,13,16,16,16,16,14,14,14,14,57,57,57,57,255,255,255,255,23,23,23,23,53,53,53,53,17,17,17,17,18,18,18,18,19,19,19,19,80,80,80,80,20,20,20,20,239,239,239,239,21,21,21,21,26,26,26,26,27,27,27,27,233,233,233,233,29,29,29,29,115,115,115,115,32,32,32,32,33,33,33,33,35,35,35,35,37,37,37,37,39,39,39,39,40,40,40,40,351,351,351,351,44,44,44,44,45,45,45,45,46,46,46,46,250,250,250,250,47,47,47,47,48,48,48,48,107,107,107,107,98,98,98,98,49,49,49,49,50,50,50,50,167,167,167,167,54,54,54,54,72,72,72,72,55,55,55,55,56,56,56,56,176,176,176,176,58,58,58,58,59,59,59,59,60,60,60,60,61,61,61,61,178,178,178,178,63,63,63,63,238,238,238,238,64,64,64,64,65,65,65,65,66,66,66,66,67,67,67,67,69,69,69,69,70,70,70,70,68,68,68,68,74,74,74,74,75,75,75,75,73,73,73,73,79,79,79,79,81,81,81,81,84,84,84,84,85,85,85,85,86,86,86,86,87,87,87,87,89,89,89,89,90,90,90,90,175,175,175,175,91,91,91,91,93,93,93,93,95,95,95,95,97,97,97,97,99,99,99,99,100,100,100,100,101,101,101,101,102,102,102,102,103,103,103,103,104,104,104,104,105,105,105,105,106,106,106,106,109,109,109,109,110,110,110,110,112,112,112,112,108,108,108,108,114,114,114,114,83,83,83,83,116,116,116,116,117,117,117,117,118,118,118,118,113,113,113,113,120,120,120,120,119,119,119,119,121,121,121,121,122,122,122,122,123,123,123,123,124,124,124,124,126,126,126,126,256,256,256,256,154,154,154,154,129,129,129,129,130,130,130,130,131,131,131,131,133,133,133,133,134,134,134,134,135,135,135,135,136,136,136,136,137,137,137,137,138,138,138,138,145,145,145,145,146,146,146,146,141,141,141,141,142,142,142,142,143,143,143,143,144,144,144,144,28,28,28,28,153,153,153,153,147,147,147,147,148,148,148,148,149,149,149,149,151,151,151,151,150,150,150,150,156,156,156,156,157,157,157,157,158,158,158,158,159,159,159,159,160,160,160,160,162,162,162,162,221,221,221,221,165,165,165,165,180,180,180,180,166,166,166,166,168,168,168,168,169,169,169,169,170,170,170,170,171,171,171,171,173,173,173,173,174,174,174,174,179,179,179,179,182,182,182,182,183,183,183,183,185,185,185,185,184,184,184,184,191,191,191,191,244,244,244,244,193,193,193,193,194,194,194,194,195,195,195,195,186,186,186,186,196,196,196,196,197,197,197,197,200,200,200,200,199,199,199,199,198,198,198,198,25,25,25,25,201,201,201,201,202,202,202,202,203,203,203,203,38,38,38,38,188,188,188,188,189,189,189,189,206,206,206,206,207,207,207,207,209,209,209,209,210,210,210,210,211,211,211,211,212,212,212,212,208,208,208,208,215,215,215,215,216,216,216,216,217,217,217,217,218,218,218,218,219,219,219,219,220,220,220,220,222,222,222,222,223,223,223,223,213,213,213,213,227,227,227,227,226,226,226,226,230,230,230,230,225,225,225,225,229,229,229,229,234,234,234,234,231,231,231,231,235,235,235,235,155,155,155,155,236,236,236,236,237,237,237,237,243,243,243,243,249,249,249,249,186,186,186,186,251,251,251,251,181,181,181,181
HS (PC-TAS) code,SITC Rev 3 (SITA) code,Product discription (HS),Product description (SITC),Rootproduct (HS),Rootproduct (SITC),Product fraction,Value fraction,Country,World Average,World Average,World Average,World Average,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Albania,Albania,Albania,Albania,Algeria,Algeria,Algeria,Algeria,Angola,Angola,Angola,Angola,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,Argentina,Argentina,Argentina,Argentina,Armenia,Armenia,Armenia,Armenia,Australia,Australia,Australia,Australia,Austria,Austria,Austria,Austria,"Azerbaijan, Republic of","Azerbaijan, Republic of","Azerbaijan, Republic of","Azerbaijan, Republic of",Bahamas,Bahamas,Bahamas,Bahamas,Bahrain,Bahrain,Bahrain,Bahrain,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Barbados,Barbados,Barbados,Barbados,Belarus,Belarus,Belarus,Belarus,Belgium,Belgium,Belgium,Belgium,Belize,Belize,Belize,Belize,Benin,Benin,Benin,Benin,Bermuda,Bermuda,Bermuda,Bermuda,Bhutan,Bhutan,Bhutan,Bhutan,Bolivia,Bolivia,Bolivia,Bolivia,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Botswana,Botswana,Botswana,Botswana,British Virgin Islands,British Virgin Islands,British Virgin Islands,British Virgin Islands,Brazil,Brazil,Brazil,Brazil,Brunei Darussalam,Brunei Darussalam,Brunei Darussalam,Brunei Darussalam,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burundi,Burundi,Burundi,Burundi,Cambodia,Cambodia,Cambodia,Cambodia,Cameroon,Cameroon,Cameroon,Cameroon,Canada,Canada,Canada,Canada,Cape Verde,Cape Verde,Cape Verde,Cape Verde,Central African Republic,Central African Republic,Central African Republic,Central African Republic,Chad,Chad,Chad,Chad,Chile,Chile,Chile,Chile,China,China,China,China,Colombia,Colombia,Colombia,Colombia,Comoros,Comoros,Comoros,Comoros,"Congo, Republic of","Congo, Republic of","Congo, Republic of","Congo, Republic of","Congo, Dem Republic of","Congo, Dem Republic of","Congo, Dem Republic of","Congo, Dem Republic of",Cook Islands,Cook Islands,Cook Islands,Cook Islands,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Croatia,Croatia,Croatia,Croatia,Cuba,Cuba,Cuba,Cuba,Cyprus,Cyprus,Cyprus,Cyprus,Czech Republic,Czech Republic,Czech Republic,Czech Republic,Denmark,Denmark,Denmark,Denmark,Djibouti,Djibouti,Djibouti,Djibouti,Dominica,Dominica,Dominica,Dominica,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,East Timor   ,East Timor   ,East Timor   ,East Timor   ,Ecuador,Ecuador,Ecuador,Ecuador,Egypt,Egypt,Egypt,Egypt,El Salvador,El Salvador,El Salvador,El Salvador,Equatorial Guinea,Equatorial Guinea,Equatorial Guinea,Equatorial Guinea,Eritrea,Eritrea,Eritrea,Eritrea,Estonia,Estonia,Estonia,Estonia,Ethiopia,Ethiopia,Ethiopia,Ethiopia,Faeroe Islands,Faeroe Islands,Faeroe Islands,Faeroe Islands,Falkland Isl,Falkland Isl,Falkland Isl,Falkland Isl,Fiji Islands,Fiji Islands,Fiji Islands,Fiji Islands,Finland,Finland,Finland,Finland,French Guiana,French Guiana,French Guiana,French Guiana,French Polynesia,French Polynesia,French Polynesia,French Polynesia,France,France,France,France,Gabon,Gabon,Gabon,Gabon,Gambia,Gambia,Gambia,Gambia,Georgia,Georgia,Georgia,Georgia,Germany,Germany,Germany,Germany,Ghana,Ghana,Ghana,Ghana,Greece,Greece,Greece,Greece,Greenland,Greenland,Greenland,Greenland,Grenada,Grenada,Grenada,Grenada,Guadeloupe,Guadeloupe,Guadeloupe,Guadeloupe,Guatemala,Guatemala,Guatemala,Guatemala,Guinea,Guinea,Guinea,Guinea,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guyana,Guyana,Guyana,Guyana,Haiti,Haiti,Haiti,Haiti,Honduras,Honduras,Honduras,Honduras,Hungary,Hungary,Hungary,Hungary,Iceland,Iceland,Iceland,Iceland,India,India,India,India,Indonesia,Indonesia,Indonesia,Indonesia,Iran,Iran,Iran,Iran,Iraq,Iraq,Iraq,Iraq,Ireland,Ireland,Ireland,Ireland,Israel,Israel,Israel,Israel,Italy,Italy,Italy,Italy,Jamaica,Jamaica,Jamaica,Jamaica,Japan,Japan,Japan,Japan,Jordan,Jordan,Jordan,Jordan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kenya,Kenya,Kenya,Kenya,Kiribati,Kiribati,Kiribati,Kiribati,"Korea, Dem People's Rep","Korea, Dem People's Rep","Korea, Dem People's Rep","Korea, Dem People's Rep","Korea, Republic of","Korea, Republic of","Korea, Republic of","Korea, Republic of",Kuwait,Kuwait,Kuwait,Kuwait,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Laos,Laos,Laos,Laos,Latvia,Latvia,Latvia,Latvia,Lebanon,Lebanon,Lebanon,Lebanon,Lesotho,Lesotho,Lesotho,Lesotho,Liberia,Liberia,Liberia,Liberia,Libyan Arab Jamahiriya,Libyan Arab Jamahiriya,Libyan Arab Jamahiriya,Libyan Arab Jamahiriya,Lithuania,Lithuania,Lithuania,Lithuania,Luxembourg,Luxembourg,Luxembourg,Luxembourg,"Macedonia,The Fmr Yug Rp","Macedonia,The Fmr Yug Rp","Macedonia,The Fmr Yug Rp","Macedonia,The Fmr Yug Rp",Madagascar,Madagascar,Madagascar,Madagascar,Malawi,Malawi,Malawi,Malawi,Malaysia,Malaysia,Malaysia,Malaysia,Mali,Mali,Mali,Mali,Malta,Malta,Malta,Malta,Martinique,Martinique,Martinique,Martinique,Mauritania,Mauritania,Mauritania,Mauritania,Mauritius,Mauritius,Mauritius,Mauritius,Mexico,Mexico,Mexico,Mexico,"Micronesia,Fed States of","Micronesia,Fed States of","Micronesia,Fed States of","Micronesia,Fed States of","Moldova, Republic of","Moldova, Republic of","Moldova, Republic of","Moldova, Republic of",Mongolia,Mongolia,Mongolia,Mongolia,Montserrat,Montserrat,Montserrat,Montserrat,Morocco,Morocco,Morocco,Morocco,Mozambique,Mozambique,Mozambique,Mozambique,Myanmar,Myanmar,Myanmar,Myanmar,New Caledonia,New Caledonia,New Caledonia,New Caledonia,Namibia,Namibia,Namibia,Namibia,Nauru,Nauru,Nauru,Nauru,Nepal,Nepal,Nepal,Nepal,Netherlands Antiles,Netherlands Antiles,Netherlands Antiles,Netherlands Antiles,Netherlands,Netherlands,Netherlands,Netherlands,New Zealand,New Zealand,New Zealand,New Zealand,Nicaragua,Nicaragua,Nicaragua,Nicaragua,Niger,Niger,Niger,Niger,Nigeria,Nigeria,Nigeria,Nigeria,Niue,Niue,Niue,Niue,Norway,Norway,Norway,Norway,Oman,Oman,Oman,Oman,Pakistan,Pakistan,Pakistan,Pakistan,Palau,Palau,Palau,Palau,Panama,Panama,Panama,Panama,Papua New Guinea,Papua New Guinea,Papua New Guinea,Papua New Guinea,Paraguay,Paraguay,Paraguay,Paraguay,Peru,Peru,Peru,Peru,Philippines,Philippines,Philippines,Philippines,Poland,Poland,Poland,Poland,Portugal,Portugal,Portugal,Portugal,Qatar,Qatar,Qatar,Qatar,Réunion,Réunion,Réunion,Réunion,Romania,Romania,Romania,Romania,Russian Federation,Russian Federation,Russian Federation,Russian Federation,Rwanda,Rwanda,Rwanda,Rwanda,Saint Vincent/Grenadines,Saint Vincent/Grenadines,Saint Vincent/Grenadines,Saint Vincent/Grenadines,Samoa,Samoa,Samoa,Samoa,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Senegal,Senegal,Senegal,Senegal,Serbia and Montenegro,Serbia and Montenegro,Serbia and Montenegro,Serbia and Montenegro,Seychelles,Seychelles,Seychelles,Seychelles,Sierra Leone,Sierra Leone,Sierra Leone,Sierra Leone,Singapore,Singapore,Singapore,Singapore,Slovakia,Slovakia,Slovakia,Slovakia,Slovenia,Slovenia,Slovenia,Slovenia,Solomon Islands,Solomon Islands,Solomon Islands,Solomon Islands,Somalia,Somalia,Somalia,Somalia,South Africa,South Africa,South Africa,South Africa,Spain,Spain,Spain,Spain,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,Sudan,Sudan,Sudan,Sudan,Suriname,Suriname,Suriname,Suriname,Swaziland,Swaziland,Swaziland,Swaziland,Sweden,Sweden,Sweden,Sweden,Switzerland,Switzerland,Switzerland,Switzerland,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic,Tajikistan,Tajikistan,Tajikistan,Tajikistan,"Tanzania, United Rep of","Tanzania, United Rep of","Tanzania, United Rep of","Tanzania, United Rep of",Thailand,Thailand,Thailand,Thailand,Togo,Togo,Togo,Togo,Tokelau,Tokelau,Tokelau,Tokelau,Tonga,Tonga,Tonga,Tonga,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,Tunisia,Tunisia,Tunisia,Tunisia,Turkey,Turkey,Turkey,Turkey,Turkmenistan,Turkmenistan,Turkmenistan,Turkmenistan,Tuvalu,Tuvalu,Tuvalu,Tuvalu,Uganda,Uganda,Uganda,Uganda,Ukraine,Ukraine,Ukraine,Ukraine,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Uruguay,Uruguay,Uruguay,Uruguay,United States of America,United States of America,United States of America,United States of America,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,Vanuatu,Vanuatu,Vanuatu,Vanuatu,"Venezuela, Boliv Rep of","Venezuela, Boliv Rep of","Venezuela, Boliv Rep of","Venezuela, Boliv Rep of",Viet Nam,Viet Nam,Viet Nam,Viet Nam,Wallis and Futuna Is,Wallis and Futuna Is,Wallis and Futuna Is,Wallis and Futuna Is,Yemen,Yemen,Yemen,Yemen,Serbia and Montenegro,Serbia and Montenegro,Serbia and Montenegro,Serbia and Montenegro,Zambia,Zambia,Zambia,Zambia,Zimbabwe,NaN,NaN,NaN
